[(2, 2), (2, 6), (6, 1), (1, 1), (1, 4), (4, 6), (6, 3), (3, 4), (4, 0)];0;2;(0, 3);[3.667, 6.167, 7.0, 6.0, 5.0, 3.5, 5.0];Greedy Algorithm
[(2, 2), (2, 6), (6, 1), (1, 1), (1, 4), (4, 6), (6, 3), (3, 4), (4, 0), (0, 3)];0;0;(1, 2);[4.0, 6.5, 7.0, 6.0, 5.0, 3.5, 5.0];Greedy Algorithm
[(1, 2), (2, 2), (2, 6), (6, 1), (1, 1), (1, 4), (4, 6), (6, 3), (3, 4), (4, 0), (0, 3)];0;0;(1, 5);[5.5, 6.5, 7.5, 6.0, 5.0, 6.5, 6.0];Greedy Algorithm
[];2;0;(1, 1);[1.143, 4.428999999999999, 3, 1.143, 0.143, 1, 3];Greedy Algorithm
[(1, 1)];0;0;(1, 6);[1.143, 4.428999999999999, 3, 1.143, 0.143, 1.286, 3.286];Greedy Algorithm
[(1, 1), (1, 6)];0;2;(4, 6);[2.8, 3.1999999999999997, 2.4, 3.8, 4.0, 0.4, 3];Minimax Algorithm
[(1, 1), (1, 6), (6, 4)];0;2;(1, 2);[1.643, 4.786, 3.833, 1.643, 3.5, 2.1189999999999998, 4.286];Greedy Algorithm
[(2, 1), (1, 1), (1, 6), (6, 4)];2;1;(2, 3);[2.9, 4.4, 3.5, 4.5, 4.5, 1.0, 3];Minimax Algorithm
[(3, 2), (2, 1), (1, 1), (1, 6), (6, 4)];2;1;(3, 6);[1.7429999999999999, 4.885999999999999, 4.933, 2.743, 4.0, 2.133, 4.2];Greedy Algorithm
[(6, 3), (3, 2), (2, 1), (1, 1), (1, 6), (6, 4)];1;1;(0, 6);[4.001, 4.834, 3.667, 5.667, 5.335, 1.834, 4];Minimax Algorithm
[(0, 6), (6, 3), (3, 2), (2, 1), (1, 1), (1, 6), (6, 4)];1;1;(0, 2);[2.893, 5.036, 5.0, 2.893, 4.75, 2.2, 5.2];Greedy Algorithm
[(2, 0), (0, 6), (6, 3), (3, 2), (2, 1), (1, 1), (1, 6), (6, 4)];1;1;(2, 2);[5.334, 5.167, 5.5, 6.0, 7.0, 2.667, 4];Minimax Algorithm
[(2, 2), (2, 0), (0, 6), (6, 3), (3, 2), (2, 1), (1, 1), (1, 6), (6, 4)];1;1;(2, 6);[3.143, 5.286, 6.25, 3.143, 6.0, 2.583, 5.333];Greedy Algorithm
[(6, 2), (2, 2), (2, 0), (0, 6), (6, 3), (3, 2), (2, 1), (1, 1), (1, 6), (6, 4)];0;1;(4, 4);[6.334, 6.167, 7.5, 7.0, 12.0, 4.667, 6.0];Minimax Algorithm
[];0;0;(5, 5);[2, 2, 1, 1.143, 1, 4.143, 2];Minimax Algorithm
[(5, 5)];0;0;(2, 5);[3, 1.333, 2.999, 1.333, 1.333, 3.333, 3.333];Greedy Algorithm
[(5, 5), (5, 2)];3;1;(5, 6);[2, 2.333, 2.999, 1.476, 1.333, 5.143, 2.666];Minimax Algorithm
[(6, 5), (5, 5), (5, 2)];3;1;(6, 6);[3, 1.4, 3.1999999999999997, 1.533, 1.4, 4.333, 4.6];Greedy Algorithm
[(6, 6), (6, 5), (5, 5), (5, 2)];1;1;(1, 6);[2, 3.2, 3.1999999999999997, 1.876, 1.8, 5.143, 3.7329999999999997];Minimax Algorithm
[(1, 6), (6, 6), (6, 5), (5, 5), (5, 2)];1;1;(2, 3);[3, 3.75, 3.3, 4.0, 2.65, 4.75, 6.15];Greedy Algorithm
[(1, 6), (6, 6), (6, 5), (5, 5), (5, 2), (2, 3)];1;1;(1, 5);[2, 3.3, 4.2, 4.0, 2.3, 5.5, 3.9];Minimax Algorithm
[(5, 1), (1, 6), (6, 6), (6, 5), (5, 5), (5, 2), (2, 3)];1;1;(0, 5);[3.667, 5.0, 3.3, 5.0, 3.567, 6.0, 6.4];Greedy Algorithm
[(0, 5), (5, 1), (1, 6), (6, 6), (6, 5), (5, 5), (5, 2), (2, 3)];2;1;(0, 3);[3.667, 3.3, 4.2, 4.0, 2.967, 6.5, 3.9];Minimax Algorithm
[(0, 5), (5, 1), (1, 6), (6, 6), (6, 5), (5, 5), (5, 2), (2, 3), (3, 0)];2;1;(0, 6);[4.5, 5.0, 3.4, 5.5, 3.4, 6.0, 6.0];Greedy Algorithm
[(0, 5), (5, 1), (1, 6), (6, 6), (6, 5), (5, 5), (5, 2), (2, 3), (3, 0), (0, 6)];1;0;(0, 2);[4.667, 3.9, 5.5, 4.0, 3.567, 6.5, 5.0];Minimax Algorithm
[(2, 0), (0, 5), (5, 1), (1, 6), (6, 6), (6, 5), (5, 5), (5, 2), (2, 3), (3, 0), (0, 6)];1;0;(4, 6);[8.0, 9.0, 10.0, 7.5, 13.0, 6.0, 7.5];Greedy Algorithm
[(2, 0), (0, 5), (5, 1), (1, 6), (6, 6), (6, 5), (5, 5), (5, 2), (2, 3), (3, 0), (0, 6), (6, 4)];0;1;(4, 5);[4.667, 4.9, 9.0, 3.5, 5.567, 6.0, 7.5];Minimax Algorithm
[];0;1;(4, 4);[1.286, 2, 1.286, 0, 3.858, 3.286, 2];Greedy Algorithm
[(4, 4)];1;1;(3, 4);[2.333, 1.167, 2.333, 4.334, 2.999, 2.333, 1.167];Minimax Algorithm
[(4, 4), (4, 3)];1;1;(4, 6);[1.619, 2.5, 1.619, 2.0, 4.8580000000000005, 3.619, 3.499];Greedy Algorithm
[(6, 4), (4, 4), (4, 3)];1;3;(0, 3);[3.1999999999999997, 1.5670000000000002, 2.733, 4.567, 4.066000000000001, 2.733, 3.5999999999999996];Minimax Algorithm
[(6, 4), (4, 4), (4, 3), (3, 0)];1;3;(6, 6);[3.1999999999999997, 2.9, 1.686, 2.9, 4.9719999999999995, 3.686, 3.6];Greedy Algorithm
[(6, 6), (6, 4), (4, 4), (4, 3), (3, 0)];1;1;(1, 6);[3.5, 3.0, 3.483, 5.15, 4.166, 2.733, 4.699999999999999];Minimax Algorithm
[(1, 6), (6, 6), (6, 4), (4, 4), (4, 3), (3, 0)];1;1;(1, 5);[3.5, 4.0, 1.686, 2.9, 5.286, 4.0, 4.8];Greedy Algorithm
[(5, 1), (1, 6), (6, 6), (6, 4), (4, 4), (4, 3), (3, 0)];2;1;(3, 5);[4.0009999999999994, 3.75, 3.483, 4.666, 4.333, 3.733, 4.800000000000001];Minimax Algorithm
[(3, 5), (5, 1), (1, 6), (6, 6), (6, 4), (4, 4), (4, 3), (3, 0)];2;1;(0, 5);[3.5, 4.167, 1.686, 4.334, 5.119, 4.666, 4.9];Greedy Algorithm
[(3, 5), (5, 1), (1, 6), (6, 6), (6, 4), (4, 4), (4, 3), (3, 0), (0, 5)];1;1;(2, 3);[5.0009999999999994, 4.0, 5.0, 4.666, 5.167, 5.0, 5.5];Minimax Algorithm
[(2, 3), (3, 5), (5, 1), (1, 6), (6, 6), (6, 4), (4, 4), (4, 3), (3, 0), (0, 5)];1;1;(2, 5);[3.5, 5.167, 5.0, 5.334, 5.833, 4.666, 5.5];Greedy Algorithm
[(2, 3), (3, 5), (5, 1), (1, 6), (6, 6), (6, 4), (4, 4), (4, 3), (3, 0), (0, 5), (5, 2)];1;1;(0, 2);[9.0, 6.333, 9.0, 4.666, 7.5, 6.0, 7.833];Minimax Algorithm
[];0;0;(1, 1);[2, 4.428999999999999, 0.143, 2, 1.143, 2, 2.143];Minimax Algorithm
[(1, 1)];3;3;(0, 1);[2.572, 4.428999999999999, 0.42899999999999994, 2, 1.4289999999999998, 2, 2.143];Minimax Algorithm
[(1, 1), (1, 0)];3;3;(0, 6);[3, 3.1999999999999997, 2.4, 2, 0.4, 3, 3.4];Greedy Algorithm
[(1, 1), (1, 0), (0, 6)];2;2;(1, 5);[3.572, 4.619, 0.42899999999999994, 2.333, 1.762, 2.6660000000000004, 3.333];Minimax Algorithm
[(5, 1), (1, 1), (1, 0), (0, 6)];2;2;(5, 5);[3, 4.3, 2.4, 2.25, 0.65, 4.5, 3.5];Greedy Algorithm
[(5, 5), (5, 1), (1, 1), (1, 0), (0, 6)];1;2;(0, 5);[3.8, 4.686, 0.543, 2.333, 1.8760000000000001, 3.6660000000000004, 3.4];Minimax Algorithm
[(0, 5), (5, 5), (5, 1), (1, 1), (1, 0), (0, 6)];1;2;(5, 6);[4.666, 4.3, 2.733, 2.333, 1.066, 5.666, 3.5];Greedy Algorithm
[(0, 5), (5, 5), (5, 1), (1, 1), (1, 0), (0, 6), (6, 5)];0;0;(2, 5);[5.0, 4.567, 4.668, 3.0, 1.733, 5.666, 3.5];Greedy Algorithm
[(0, 5), (5, 5), (5, 1), (1, 1), (1, 0), (0, 6), (6, 5), (5, 2)];0;0;(2, 6);[4.666, 4.734, 4.334, 3.0, 1.733, 5.666, 3.667];Greedy Algorithm
[(0, 5), (5, 5), (5, 1), (1, 1), (1, 0), (0, 6), (6, 5), (5, 2), (2, 6)];0;2;(4, 6);[5.5, 6.043, 4.643, 3.833, 8.5, 6.833, 5.4];Minimax Algorithm
[(0, 5), (5, 5), (5, 1), (1, 1), (1, 0), (0, 6), (6, 5), (5, 2), (2, 6), (6, 4)];0;2;(0, 3);[5.833, 5.834, 5.5, 5.5, 8.5, 7.5, 4.667];Greedy Algorithm
[(3, 0), (0, 5), (5, 5), (5, 1), (1, 1), (1, 0), (0, 6), (6, 5), (5, 2), (2, 6), (6, 4)];2;0;(3, 6);[8.0, 8.143, 6.143, 6.333, 16.0, 8.333, 6.0];Minimax Algorithm
[];0;0;(2, 2);[1, 3, 4.286, 1, 0.143, 2, 1.143];Minimax Algorithm
[(2, 2)];0;0;(0, 2);[3.0, 3, 2.6660000000000004, 3.5, 2.833, 1.5, 2.833];Greedy Algorithm
[(2, 2), (2, 0)];3;1;(1, 2);[3.3320000000000007, 3, 5.286, 1.333, 0.476, 2.333, 1.476];Minimax Algorithm
[(1, 2), (2, 2), (2, 0)];3;1;(1, 3);[3.4000000000000004, 4, 3.6660000000000004, 4.4, 3.333, 2.0, 2.933];Greedy Algorithm
[(3, 1), (1, 2), (2, 2), (2, 0)];1;1;(2, 3);[3.5999999999999996, 4, 5.4, 2.4, 0.6000000000000001, 2.4, 1.5999999999999999];Minimax Algorithm
[(2, 3), (3, 1), (1, 2), (2, 2), (2, 0)];1;1;(2, 5);[3.5999999999999996, 4, 5.4, 2.8, 1.0, 3.5999999999999996, 2.0];Minimax Algorithm
[(5, 2), (2, 3), (3, 1), (1, 2), (2, 2), (2, 0)];1;1;(1, 5);[5.0, 4, 5.866, 5.800000000000001, 3.8329999999999997, 3.4, 3.433];Greedy Algorithm
[(1, 5), (5, 2), (2, 3), (3, 1), (1, 2), (2, 2), (2, 0)];2;1;(0, 1);[3.5999999999999996, 5, 5.4, 2.8, 1.0, 4.6, 2.0];Minimax Algorithm
[(1, 5), (5, 2), (2, 3), (3, 1), (1, 2), (2, 2), (2, 0), (0, 1)];2;1;(1, 4);[6.0, 5, 6.433, 6.4, 6.0, 4.4, 3.433];Greedy Algorithm
[(1, 5), (5, 2), (2, 3), (3, 1), (1, 2), (2, 2), (2, 0), (0, 1), (1, 4)];1;0;(1, 6);[4.8, 6, 7.0, 3.8, 5.0, 5.8, 4.0];Minimax Algorithm
[(6, 1), (1, 5), (5, 2), (2, 3), (3, 1), (1, 2), (2, 2), (2, 0), (0, 1), (1, 4)];1;0;(4, 6);[7.0, 6, 8.0, 6.4, 6.0, 6.4, 9.0];Greedy Algorithm
[(6, 1), (1, 5), (5, 2), (2, 3), (3, 1), (1, 2), (2, 2), (2, 0), (0, 1), (1, 4), (4, 6)];0;0;(3, 6);[7.0, 6, 8.0, 7.0, 6.0, 7.0, 9.0];Greedy Algorithm
[(6, 1), (1, 5), (5, 2), (2, 3), (3, 1), (1, 2), (2, 2), (2, 0), (0, 1), (1, 4), (4, 6), (6, 3)];0;0;(3, 3);[7.0, 6, 8.0, 7.0, 6.0, 7.0, 9.0];Greedy Algorithm
[];0;0;(1, 1);[2, 3.144, 1.286, 2.286, 1, 2.286, 2.286];Minimax Algorithm
[(1, 1)];0;0;(1, 4);[1.333, 3.3320000000000003, 3.666, 0.666, 3.332, 2.333, 3.6660000000000004];Greedy Algorithm
[(1, 1), (1, 4)];1;1;(0, 1);[2.9989999999999997, 4.144, 1.952, 2.952, 3.332, 2.286, 2.6189999999999998];Minimax Algorithm
[(0, 1), (1, 1), (1, 4)];1;1;(4, 4);[3.1999999999999997, 4.332000000000001, 4.133, 1.133, 3.5999999999999996, 2.333, 3.733];Greedy Algorithm
[(0, 1), (1, 1), (1, 4), (4, 4)];1;1;(0, 5);[3.066, 4.258, 2.019, 3.419, 4.6, 2.8, 2.686];Minimax Algorithm
[(5, 0), (0, 1), (1, 1), (1, 4), (4, 4)];1;1;(5, 6);[4.3, 4.4990000000000006, 4.2330000000000005, 1.233, 4.0, 3.333, 4.0];Greedy Algorithm
[(6, 5), (5, 0), (0, 1), (1, 1), (1, 4), (4, 4)];2;1;(6, 6);[3.166, 4.4719999999999995, 2.1189999999999998, 3.5189999999999997, 5.0, 3.8, 4.0];Minimax Algorithm
[(6, 6), (6, 5), (5, 0), (0, 1), (1, 1), (1, 4), (4, 4)];2;1;(2, 6);[4.734, 4.833, 5.001, 1.4000000000000001, 4.668, 3.333, 5.167];Greedy Algorithm
[(2, 6), (6, 6), (6, 5), (5, 0), (0, 1), (1, 1), (1, 4), (4, 4)];1;1;(2, 3);[3.667, 4.853000000000001, 3.286, 4.668, 5.668, 4.067, 5.167];Minimax Algorithm
[(3, 2), (2, 6), (6, 6), (6, 5), (5, 0), (0, 1), (1, 1), (1, 4), (4, 4)];1;1;(3, 6);[3.667, 4.686000000000001, 3.286, 4.668, 5.668, 4.067, 5.0];Minimax Algorithm
[(6, 3), (3, 2), (2, 6), (6, 6), (6, 5), (5, 0), (0, 1), (1, 1), (1, 4), (4, 4)];1;1;(0, 6);[9.0, 4.933, 8.667, 6.5329999999999995, 10.0, 3.4330000000000003, 7.5];Greedy Algorithm
[(0, 6), (6, 3), (3, 2), (2, 6), (6, 6), (6, 5), (5, 0), (0, 1), (1, 1), (1, 4), (4, 4)];0;1;(4, 5);[6.0, 5.2860000000000005, 3.9530000000000003, 5.334, 6.0009999999999994, 5.0, 6.0];Minimax Algorithm
[];0;1;(1, 1);[1.286, 3.572, 2, 0.286, 1, 3, 2];Greedy Algorithm
[(1, 1)];2;2;(1, 2);[0.333, 3.6660000000000004, 2.6660000000000004, 3.333, 2.333, 2, 2.333];Minimax Algorithm
[(1, 1), (1, 2)];2;2;(2, 5);[1.5, 4.334, 3, 0.167, 1.333, 3.666, 2];Greedy Algorithm
[(1, 1), (1, 2), (2, 5)];1;2;(1, 5);[0.4, 3.8, 3.6660000000000004, 3.4, 2.333, 3, 2.333];Minimax Algorithm
[(1, 1), (1, 2), (2, 5), (5, 1)];1;2;(1, 6);[1.9329999999999998, 5.4, 3.4, 0.6000000000000001, 1.333, 4.666, 3.1999999999999997];Greedy Algorithm
[(1, 1), (1, 2), (2, 5), (5, 1), (1, 6)];0;2;(6, 6);[0.75, 4.5, 3.833, 3.75, 2.333, 3, 4.5];Minimax Algorithm
[(1, 1), (1, 2), (2, 5), (5, 1), (1, 6), (6, 6)];0;2;(5, 6);[1.9, 5.5, 3.4, 0.65, 1.25, 4.5, 4.199999999999999];Greedy Algorithm
[(1, 1), (1, 2), (2, 5), (5, 1), (1, 6), (6, 6), (6, 5)];0;1;(3, 5);[1.5, 5.0, 3.833, 5.0009999999999994, 2.333, 4, 5.667];Minimax Algorithm
[(1, 1), (1, 2), (2, 5), (5, 1), (1, 6), (6, 6), (6, 5), (5, 3)];0;1;(1, 4);[3.9, 6.25, 4.4, 4.0, 4.0, 6.25, 4.8];Greedy Algorithm
[(4, 1), (1, 1), (1, 2), (2, 5), (5, 1), (1, 6), (6, 6), (6, 5), (5, 3)];2;2;(3, 4);[2.5, 6.0, 4.5, 5.0009999999999994, 6.0, 5.0, 5.667];Minimax Algorithm
[(4, 1), (1, 1), (1, 2), (2, 5), (5, 1), (1, 6), (6, 6), (6, 5), (5, 3), (3, 4)];1;1;(4, 6);[2.5, 6.0, 4.5, 4.834, 6.0, 5.0, 5.5];Minimax Algorithm
[];0;0;(2, 2);[0, 1, 3.286, 3, 2, 1.286, 2];Greedy Algorithm
[(2, 2)];3;3;(2, 6);[2, 2, 4.167, 1.333, 1, 1.5, 3.6660000000000004];Minimax Algorithm
[(2, 2), (2, 6)];3;3;(6, 6);[0, 1, 4.167, 3.333, 2, 1.5, 3.6660000000000004];Greedy Algorithm
[(2, 2), (2, 6), (6, 6)];2;2;(1, 2);[2.4, 3.1999999999999997, 4.167, 1.5999999999999999, 1.4, 1.367, 4.4];Minimax Algorithm
[(1, 2), (2, 2), (2, 6), (6, 6)];2;2;(1, 6);[0.4, 3.1999999999999997, 5.167, 3.733, 2.4, 1.5, 3.6660000000000004];Greedy Algorithm
[(1, 2), (2, 2), (2, 6), (6, 6), (6, 1)];1;1;(1, 5);[3.25, 4.5, 4.75, 1.7, 2.25, 4.0, 5.95];Minimax Algorithm
[(1, 2), (2, 2), (2, 6), (6, 6), (6, 1), (1, 5)];1;1;(3, 5);[1.0, 4.5, 5.167, 4.5, 2.5, 2.5, 3.833];Greedy Algorithm
[(1, 2), (2, 2), (2, 6), (6, 6), (6, 1), (1, 5), (5, 3)];0;1;(3, 3);[4.084, 5.001, 4.75, 4.001, 2.417, 5.0, 6.417];Minimax Algorithm
[(1, 2), (2, 2), (2, 6), (6, 6), (6, 1), (1, 5), (5, 3), (3, 3)];0;1;(3, 4);[1.834, 5.001, 5.167, 5.667, 4.001, 3.167, 3.833];Greedy Algorithm
[(1, 2), (2, 2), (2, 6), (6, 6), (6, 1), (1, 5), (5, 3), (3, 3), (3, 4)];0;1;(4, 6);[4.417, 6.0, 4.75, 5.167, 3.75, 4.75, 6.0];Minimax Algorithm
[(1, 2), (2, 2), (2, 6), (6, 6), (6, 1), (1, 5), (5, 3), (3, 3), (3, 4), (4, 6)];0;1;(0, 6);[6.0, 6.0, 4.75, 5.5, 4.75, 5.0, 6.0];Minimax Algorithm
[(1, 2), (2, 2), (2, 6), (6, 6), (6, 1), (1, 5), (5, 3), (3, 3), (3, 4), (4, 6), (6, 0)];0;1;(0, 2);[6.0, 6.0, 4.5, 5.5, 4.75, 4.75, 6.0];Minimax Algorithm
[];0;1;(4, 4);[2.286, 3.286, 0.286, 1, 3.1439999999999997, 2.286, 3];Minimax Algorithm
[(4, 4)];0;1;(3, 4);[2.333, 0.666, 3.333, 3.6660000000000004, 3.3320000000000003, 3.333, 1.333];Greedy Algorithm
[(4, 4), (4, 3)];1;1;(4, 6);[2.286, 3.6189999999999998, 0.619, 2.6660000000000004, 4.144, 2.286, 3.666];Minimax Algorithm
[(6, 4), (4, 4), (4, 3)];1;1;(3, 5);[2.733, 0.666, 3.733, 3.733, 4.399, 3.8, 2.8];Greedy Algorithm
[(6, 4), (4, 4), (4, 3), (3, 5)];2;2;(1, 6);[2.686, 4.199999999999999, 1.019, 3.733, 4.372, 3.8, 3.666];Minimax Algorithm
[(1, 6), (6, 4), (4, 4), (4, 3), (3, 5)];2;2;(5, 5);[2.833, 3.25, 4.4830000000000005, 4.15, 4.916, 4.0, 3.8];Greedy Algorithm
[(1, 6), (6, 4), (4, 4), (4, 3), (3, 5), (5, 5)];2;2;(1, 5);[2.686, 4.5, 1.119, 3.833, 4.4719999999999995, 4.8, 3.666];Minimax Algorithm
[(1, 6), (6, 4), (4, 4), (4, 3), (3, 5), (5, 5), (5, 1)];1;1;(0, 1);[3.0, 4.5, 1.119, 3.833, 4.686, 4.9, 3.666];Minimax Algorithm
[(1, 6), (6, 4), (4, 4), (4, 3), (3, 5), (5, 5), (5, 1), (1, 0)];1;1;(0, 6);[3.833, 6.0, 5.333, 5.0, 5.166, 5.0, 5.0];Greedy Algorithm
[(1, 6), (6, 4), (4, 4), (4, 3), (3, 5), (5, 5), (5, 1), (1, 0), (0, 6)];0;1;(5, 6);[3.833, 5.001, 1.286, 4.0, 4.7860000000000005, 4.666, 4.666];Minimax Algorithm
[(1, 6), (6, 4), (4, 4), (4, 3), (3, 5), (5, 5), (5, 1), (1, 0), (0, 6), (6, 5)];0;1;(2, 5);[3.833, 9.0, 9.0, 6.0, 7.833, 6.0, 7.0];Greedy Algorithm
[(1, 6), (6, 4), (4, 4), (4, 3), (3, 5), (5, 5), (5, 1), (1, 0), (0, 6), (6, 5), (5, 2)];0;0;(2, 3);[3.833, 9.0, 9.0, 7.0, 7.833, 6.0, 8.0];Greedy Algorithm
[(1, 6), (6, 4), (4, 4), (4, 3), (3, 5), (5, 5), (5, 1), (1, 0), (0, 6), (6, 5), (5, 2), (2, 3)];0;1;(0, 3);[7.0, 9.0, 4.619, 6.333, 7.619, 7.333, 4.666];Minimax Algorithm
[];0;1;(6, 6);[1.286, 0.286, 1.286, 4, 2, 2, 3.8579999999999997];Minimax Algorithm
[(6, 6)];0;1;(5, 6);[2.6660000000000004, 2.333, 2.333, 1, 3, 3.333, 2.999];Greedy Algorithm
[(6, 6), (6, 5)];2;2;(3, 6);[1.619, 0.286, 1.453, 4.167, 2, 3.333, 4.858];Minimax Algorithm
[(3, 6), (6, 6), (6, 5)];2;2;(4, 5);[2.6660000000000004, 2.733, 2.733, 2.4, 3.4, 3.333, 3.999];Greedy Algorithm
[(3, 6), (6, 6), (6, 5), (5, 4)];3;2;(3, 4);[1.619, 0.286, 1.486, 4.2, 3, 4.333, 4.858];Minimax Algorithm
[(3, 6), (6, 6), (6, 5), (5, 4), (4, 3), (3, 1)];2;0;(3, 5);[2.286, 4.0, 2.2359999999999998, 5.2, 3.75, 4.25, 5.322];Minimax Algorithm
[(5, 3), (3, 6), (6, 6), (6, 5), (5, 4), (4, 3), (3, 1)];2;0;(1, 5);[3.1660000000000004, 4.0, 3.333, 4.5, 4.5, 4.333, 4.166];Greedy Algorithm
[(5, 3), (3, 6), (6, 6), (6, 5), (5, 4), (4, 3), (3, 1), (1, 5)];1;1;(2, 5);[2.369, 5.25, 4.0, 6.0, 3.75, 5.333, 6.036];Minimax Algorithm
[(5, 3), (3, 6), (6, 6), (6, 5), (5, 4), (4, 3), (3, 1), (1, 5), (5, 2)];1;1;(2, 4);[3.333, 4.0, 4.333, 4.5, 4.5, 5.5, 4.166];Greedy Algorithm
[(5, 3), (3, 6), (6, 6), (6, 5), (5, 4), (4, 3), (3, 1), (1, 5), (5, 2), (2, 4)];0;1;(4, 6);[2.75, 5.0, 4.5, 6.0, 4.75, 5.5, 5.5];Minimax Algorithm
[];0;0;(2, 2);[4, 1, 1.858, 1.429, 2, 1.429, 2];Greedy Algorithm
[(2, 2)];4;4;(2, 4);[2, 2, 5.334, 0.5, 3.6660000000000004, 0.5, 2];Minimax Algorithm
[(2, 2), (2, 4)];4;4;(0, 4);[4, 1, 2.6660000000000004, 1.333, 3, 1.333, 2];Greedy Algorithm
[(2, 2), (2, 4), (4, 0)];3;2;(0, 2);[3, 2, 5.4, 0.533, 4.666, 0.533, 2];Minimax Algorithm
[(2, 2), (2, 4), (4, 0), (0, 2)];2;2;(1, 2);[3, 3.1999999999999997, 5.4, 0.933, 4.666, 0.933, 2.4];Minimax Algorithm
[(2, 2), (2, 4), (4, 0), (0, 2), (2, 1)];2;2;(1, 4);[5, 2, 4.5, 1.75, 4.0, 1.75, 2];Greedy Algorithm
[(2, 2), (2, 4), (4, 0), (0, 2), (2, 1), (1, 4)];1;2;(2, 6);[3, 4.3, 5.4, 1.35, 5.5, 1.35, 3.5];Minimax Algorithm
[(6, 2), (2, 2), (2, 4), (4, 0), (0, 2), (2, 1), (1, 4)];1;2;(6, 6);[5, 2.667, 5.5, 2.584, 4.334, 2.584, 5.0009999999999994];Greedy Algorithm
[(6, 6), (6, 2), (2, 2), (2, 4), (4, 0), (0, 2), (2, 1), (1, 4)];1;2;(4, 6);[3, 4.467, 5.4, 1.5170000000000001, 5.5, 1.5170000000000001, 5.001];Minimax Algorithm
[(6, 6), (6, 2), (2, 2), (2, 4), (4, 0), (0, 2), (2, 1), (1, 4), (4, 6)];1;2;(0, 6);[5, 2.5, 5.5, 2.417, 5.334, 2.417, 5.5];Greedy Algorithm
[(6, 6), (6, 2), (2, 2), (2, 4), (4, 0), (0, 2), (2, 1), (1, 4), (4, 6), (6, 0)];0;1;(0, 1);[4, 6.0, 5.4, 1.95, 5.5, 1.95, 6.0];Minimax Algorithm
[];0;0;(3, 3);[1, 1.286, 1.286, 3.572, 2, 3, 1];Greedy Algorithm
[(3, 3)];2;2;(3, 6);[2.333, 2.333, 1.333, 3.666, 3.333, 1.333, 2.9990000000000006];Minimax Algorithm
[(3, 3), (3, 6)];2;2;(3, 4);[1.333, 1.286, 1.619, 4.572, 2.6660000000000004, 3.333, 2.9990000000000006];Greedy Algorithm
[(4, 3), (3, 3), (3, 6)];3;1;(4, 4);[2.4, 2.333, 1.533, 4.666, 4.6000000000000005, 1.4, 3.1999999999999997];Minimax Algorithm
[(4, 4), (4, 3), (3, 3), (3, 6)];3;1;(4, 5);[1.7999999999999998, 1.686, 1.619, 4.572, 3.733, 4.2, 3.1999999999999997];Greedy Algorithm
[(5, 4), (4, 4), (4, 3), (3, 3), (3, 6)];1;1;(3, 5);[2.5, 2.25, 1.45, 4.5, 5.7, 2.5, 3.5];Minimax Algorithm
[(3, 5), (5, 4), (4, 4), (4, 3), (3, 3), (3, 6)];1;1;(1, 6);[1.7999999999999998, 3.25, 2.333, 6.0, 3.733, 5.550000000000001, 3.1999999999999997];Greedy Algorithm
[(3, 5), (5, 4), (4, 4), (4, 3), (3, 3), (3, 6), (6, 1)];0;2;(0, 1);[4.0009999999999994, 3.333, 2.2, 4.666, 5.7, 3.167, 4.667];Minimax Algorithm
[(3, 5), (5, 4), (4, 4), (4, 3), (3, 3), (3, 6), (6, 1), (1, 0)];0;2;(0, 3);[2.8, 3.833, 2.416, 5.666, 3.733, 5.550000000000001, 3.1999999999999997];Greedy Algorithm
[];0;0;(2, 2);[2, 2, 3.286, 0, 3.286, 1, 2];Greedy Algorithm
[(2, 2)];3;3;(2, 6);[1, 1, 4.167, 2.167, 1.167, 1, 4.167];Minimax Algorithm
[(2, 2), (2, 6)];3;3;(4, 6);[2, 2, 4.333, 0, 3.6660000000000004, 1.333, 3];Greedy Algorithm
[(2, 2), (2, 6), (6, 4)];2;1;(2, 3);[1.4, 1.4, 4.4, 3.5999999999999996, 2.8, 1.8, 5.4];Minimax Algorithm
[(3, 2), (2, 2), (2, 6), (6, 4)];2;1;(1, 4);[3.0, 3.1999999999999997, 5.333, 3.2, 3.6660000000000004, 2.333, 3.6];Greedy Algorithm
[(3, 2), (2, 2), (2, 6), (6, 4), (4, 1)];1;1;(3, 4);[1.9, 3.5, 4.5, 3.6999999999999997, 4.0, 2.4, 5.4];Minimax Algorithm
[(4, 3), (3, 2), (2, 2), (2, 6), (6, 4), (4, 1)];1;1;(0, 4);[3.5, 3.5, 5.333, 4.2, 4.666, 2.9330000000000003, 3.6];Greedy Algorithm
[(0, 4), (4, 3), (3, 2), (2, 2), (2, 6), (6, 4), (4, 1)];1;1;(0, 2);[3.067, 4.001, 4.333, 3.867, 4.833, 2.567, 5.4];Minimax Algorithm
[(2, 0), (0, 4), (4, 3), (3, 2), (2, 2), (2, 6), (6, 4), (4, 1)];1;1;(2, 5);[5.167, 4.001, 6.333, 4.7669999999999995, 5.333, 4.667, 3.6];Greedy Algorithm
[(5, 2), (2, 0), (0, 4), (4, 3), (3, 2), (2, 2), (2, 6), (6, 4), (4, 1)];1;1;(5, 6);[3.4, 5.0, 5.333, 4.3, 4.833, 3.9, 5.5];Minimax Algorithm
